event_id,target,lepton_pt,lepton_eta,lepton_phi,mem_pt,mem_phi,jet1_pt,jet1_eta,jet1_phi,jet1_btag,jet2_pt,jet2_eta,jet2_phi,jet2_btag,jet3_pt,jet3_eta,jet3_phi,jet3_btag,jet4_pt,jet4_eta,jet4_phi,jet4_btag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb
1000364 , 0 , 58.2786 , 0.248681 , -0.57763 , 20.4246 , -2.04053 , 65.1236 , -0.3013 , 0.98333 , 2.00002 , 46.0794 , -1.08203 , -2.45827 , 0 , 67.3355 , 0.277637 , 2.39024 , 0 , 44.8733 , -0.647025 , -1.72591 , 2 , 103.639 , 184.723 , 76.2181 , 115.301 , 109.341 , 240.385 , 379.961
1000365 , 1 , 44.7128 , 1.27255 , 2.32885 , 49.9106 , 0.195609 , 79.8475 , 0.0234109 , -3.01315 , 1.00001 , 69.3051 , 1.16105 , 1.29303 , 0 , 61.6147 , 2.04682 , -0.794572 , 0 , 34.3622 , -0.050178 , -0.619486 , 2 , 96.616 , 160.437 , 83.4208 , 206.608 , 97.7769 , 267.481 , 392.851
1000366 , 0 , 112.463 , -1.13259 , -0.93037 , 123.929 , -0.699369 , 139.117 , 1.21312 , 2.39945 , 0 , 111.825 , 0.167106 , 1.94492 , 0 , 64.983 , 1.03985 , -2.72821 , 2.00002 , 28.5569 , -0.0303188 , -0.00781537 , 2 , 142.618 , 220.331 , 79.3698 , 324.046 , 89.8619 , 375.817 , 763.147
1000367 , 1 , 88.2123 , 0.8693 , 0.624251 , 40.1481 , -0.394975 , 32.0109 , -3.01319 , -0.467916 , 0 , 60.1972 , 0.43007 , 0.328643 , 0 , 123.145 , 1.29583 , 2.39593 , 0 , 150.618 , 0.159398 , -2.2986 , 1.99994 , 75.3841 , 204.794 , 80.8042 , 121.004 , 112.142 , 332.652 , 400.232
1000368 , 0 , 24.1502 , -0.288549 , 2.85054 , 145.731 , 1.81683 , 200.759 , 0.154772 , -0.955899 , 0 , 62.4827 , -0.214017 , -1.63592 , 0 , 17.1973 , -0.75795 , 1.79985 , 2 , 111.811 , 0.226192 , 2.62066 , 2.00002 , 84.9521 , 170.864 , 82.9048 , 232.565 , 60.3351 , 364.958 , 664.358
1000369 , 1 , 65.9274 , -1.62107 , -2.05661 , 81.6978 , -0.787108 , 106.509 , -0.652845 , 2.18306 , 2.00002 , 57.209 , -1.03852 , 1.16674 , 0 , 38.6968 , -0.544452 , -1.91671 , 2.00002 , 26.4246 , -0.0716856 , -1.25793 , 0 , 86.633 , 169.923 , 83.7592 , 133.4 , 113.032 , 290.868 , 395.318
1000370 , 1 , 37.9648 , 0.668558 , 1.74152 , 76.2159 , -2.41435 , 147.626 , 0.400825 , 0.410955 , 0.999969 , 43.1619 , 1.46471 , 2.81353 , 0 , 31.912 , 1.67158 , -1.77154 , 0 , 29.3963 , 0.420226 , -2.00115 , 2 , 58.7509 , 229.522 , 89.756 , 114.131 , 119.725 , 280.001 , 409.682
1000371 , 1 , 16.6697 , 2.30422 , 0.857685 , 69.5846 , -2.60226 , 41.63 , -0.847047 , 2.75795 , 2.00002 , 33.3823 , 1.00843 , 2.70961 , 1 , 32.7052 , 1.38221 , -1.32845 , 0 , 93.1219 , 0.467537 , -0.296156 , 0 , 75.3556 , 144.578 , 79.2781 , 189.166 , 77.8655 , 261.743 , 406.746
1000372 , 1 , 55.7211 , 1.54446 , 1.1953 , 68.3586 , 2.24172 , 83.9076 , -0.800794 , -1.34823 , 1.99994 , 31.6416 , 2.44632 , -0.873306 , 0 , 26.5698 , 0.220306 , 1.70254 , 2 , 31.469 , 0.99481 , -0.741133 , 0 , 50.0198 , 118.328 , 78.7233 , 429.945 , 105.363 , 471.54 , 593.345
1000373 , 1 , 30.2371 , -1.23237 , 0.0877931 , 62.4956 , 1.74811 , 52.9682 , 3.04097 , -0.082598 , 0 , 93.4816 , 0.920195 , -2.45518 , 1.99994 , 40.7473 , -0.254095 , 2.51649 , 0 , 71.2004 , 0.496163 , -1.56402 , 1.00001 , 66.5632 , 164.345 , 79.9581 , 320.908 , 76.8215 , 523.711 , 590.411
1000374 , 0 , 100.004 , 0.467657 , 1.18863 , 23.4978 , -2.80313 , 125.91 , -1.22437 , -1.25943 , 1.99994 , 58.6525 , -0.900168 , 2.73293 , 0 , 33.1145 , -1.79753 , -2.36732 , 0 , 44.2762 , -0.747891 , 0.821142 , 2.00002 , 67.4072 , 183.733 , 85.2339 , 153.359 , 132.81 , 382.859 , 523.997
1000375 , 0 , 64.1606 , 0.0925833 , -1.05372 , 35.0123 , 0.366188 , 88.3114 , -0.128051 , 1.19021 , 1.99994 , 60.8688 , 0.334197 , -0.101806 , 0 , 57.1058 , -1.22007 , -2.83135 , 0 , 62.461 , 0.461129 , -2.33961 , 2.00002 , 72.8309 , 161.506 , 83.8681 , 180.439 , 146.08 , 278.469 , 364.856
1000376 , 0 , 16.8615 , -0.00894857 , -1.66883 , 97.7337 , 0.565485 , 31.9274 , -0.939678 , -2.56443 , 0 , 72.0459 , 0.310781 , 1.25226 , 1.00001 , 138.064 , -0.0461057 , -0.77471 , 1.99994 , 92.1319 , -0.287864 , -2.69116 , 0 , 52.2958 , 187.471 , 83.2698 , 197.186 , 160.11 , 332.809 , 481.342
1000377 , 1 , 27.5232 , -1.71917 , 1.53582 , 44.3472 , -2.19362 , 70.716 , -0.283758 , 2.59012 , 0 , 118.342 , -0.0303483 , 0.0550374 , 0.999969 , 45.5333 , -1.37248 , -2.82276 , 0 , 34.4299 , 0.122912 , -1.48579 , 2 , 76.6457 , 139.311 , 80.5038 , 198.629 , 87.3056 , 280.349 , 399.411
1000378 , 1 , 57.0907 , -0.33827 , 1.4146 , 36.4937 , 2.74548 , 95.9236 , 0.382913 , -0.960585 , 0 , 54.4814 , 1.76388 , 2.5929 , 0 , 29.986 , 0.168504 , 0.93838 , 0 , 58.7568 , 0.623962 , -1.95367 , 2 , 90.0744 , 142.11 , 79.5247 , 108.819 , 78.2131 , 198.819 , 325.618
1000379 , 1 , 44.4207 , -0.351882 , -0.259525 , 57.6412 , -1.88657 , 60.6289 , 0.578486 , 1.9224 , 1.00001 , 54.6614 , 0.968893 , -2.25674 , 0 , 46.7918 , 1.35295 , -0.0997312 , 0 , 64.0249 , -0.581642 , 1.83122 , 2.00002 , 90.9107 , 172.501 , 81.5005 , 175.338 , 76.4621 , 282.549 , 465.003
1000380 , 1 , 86.4322 , 0.104641 , -2.3338 , 60.0494 , -2.4418 , 20.0822 , 1.78204 , -2.64043 , 0 , 66.3628 , -0.0264205 , 0.723837 , 1.99994 , 31.8748 , 0.799026 , 0.486897 , 0 , 60.7921 , 1.31759 , 0.932375 , 2.00002 , 57.6637 , 124.008 , 77.6708 , 274.921 , 93.5719 , 374.536 , 415.379
1000381 , 1 , 23.1398 , 0.2658 , -2.14846 , 68.0468 , 3.06055 , 41.6036 , -0.870662 , 2.75006 , 0 , 28.6997 , -0.0445322 , 0.824195 , 0 , 63.7543 , -0.794446 , 0.538071 , 2.00002 , 59.6247 , 0.123385 , -1.38105 , 1.99994 , 64.9914 , 137.502 , 80.9166 , 270.433 , 115.224 , 340.054 , 480.149
1000382 , 0 , 32.3261 , -1.54722 , 2.38584 , 114.628 , 0.498306 , 85.7659 , -0.977459 , -0.698093 , 0 , 95.2447 , -2.74013 , -2.72021 , 0 , 60.4717 , 1.13743 , 2.93567 , 2.00002 , 30.0659 , -0.230989 , -1.89824 , 0 , 72.3189 , 141.825 , 94.4614 , 367.023 , 94.7463 , 430.418 , 557.713
1000383 , 1 , 19.8924 , -0.52499 , 3.12207 , 39.1057 , 0.817687 , 39.7418 , 0.00289063 , 0.54899 , 0 , 69.4221 , 0.360224 , 2.41603 , 1.99994 , 61.1463 , 0.059048 , -2.41871 , 2.00002 , 59.9792 , -0.840511 , -0.782963 , 0 , 73.6859 , 158.169 , 81.1516 , 223.819 , 83.2305 , 300.789 , 428.892
1000384 , 1 , 211.159 , 0.460595 , -1.46588 , 31.9703 , -1.38407 , 73.6043 , 0.664305 , 2.60413 , 0 , 48.9452 , 0.460728 , -2.77837 , 2.00002 , 222.893 , -2.29693 , 1.25244 , 0 , 23.7925 , 1.36227 , 0.857046 , 1 , 78.7317 , 123.128 , 82.8821 , 171.741 , 75.6139 , 265.794 , 390.549
1000385 , 0 , 46.0064 , 0.121212 , 0.863995 , 39.7972 , -2.6605 , 78.4297 , 0.205875 , 3.1111 , 2.00002 , 73.4923 , -0.979232 , -0.347588 , 0 , 37.3879 , -1.21983 , 1.63265 , 0 , 31.9512 , -0.839642 , -1.37258 , 1.00001 , 89.2557 , 129.461 , 88.0292 , 144.48 , 100.396 , 278.24 , 372.5
1000386 , 0 , 40.7946 , 0.12841 , -0.4915 , 89.1372 , 3.0843 , 117.8 , 1.07981 , 1.16594 , 2.00002 , 163.394 , -1.0323 , -1.41921 , 1.99994 , 26.7978 , 0.441652 , 2.73177 , 0 , 58.1168 , 1.08086 , 1.77962 , 0 , 47.0542 , 108.61 , 116.446 , 285.622 , 391.935 , 575.022 , 713.121
1000387 , 0 , 46.3106 , 0.595908 , 1.46843 , 104.115 , 2.765 , 36.7005 , -0.719148 , -0.344308 , 0 , 16.1369 , -1.01508 , -1.63125 , 0 , 50.6216 , 0.900745 , -0.776951 , 2.00002 , 35.6009 , 1.22246 , -1.59065 , 2.00002 , 31.7689 , 113.662 , 86.0818 , 183.684 , 38.0056 , 249.922 , 363.469
1000388 , 1 , 57.3172 , 1.21895 , -0.895085 , 57.8891 , -2.23331 , 32.3687 , 0.701062 , 0.750889 , 2.00002 , 19.9145 , -1.35339 , -2.15398 , 0 , 68.8112 , 0.990626 , 2.74116 , 0 , 117.172 , 0.426765 , 1.05693 , 1.99994 , 121.377 , 158.206 , 85.2464 , 230.454 , 28.7039 , 250.024 , 412.239
1000389 , 0 , 44.2905 , 0.683159 , -0.169798 , 23.1724 , -0.405551 , 47.6326 , 0.138922 , 2.32101 , 0.999969 , 36.4532 , 0.206318 , -1.3057 , 2 , 81.6057 , 1.46274 , 2.04418 , 0 , 29.9043 , 0.924671 , -2.96304 , 0 , 60.9264 , 155.805 , 78.5341 , 181.357 , 77.6628 , 237.491 , 348.151
1000390 , 0 , 43.9579 , -0.467405 , 2.21407 , 85.5381 , 2.75127 , 52.7197 , 1.1289 , -0.386845 , 1.00001 , 116.434 , -0.948899 , -0.461233 , 0 , 32.7219 , 0.397473 , -1.79709 , 2 , 58.9415 , 0.920867 , 2.43906 , 0 , 232.147 , 274.28 , 80.8707 , 311.096 , 63.0291 , 370.958 , 579.825
1000391 , 0 , 46.6525 , 1.37128 , 1.27206 , 40.9994 , 2.79086 , 19.4907 , 0.158382 , 1.36696 , 0 , 39.6341 , 2.94621 , 0.0904322 , 0 , 90.5777 , 1.32652 , -2.25857 , 1.99994 , 60.0095 , 0.507807 , 2.79341 , 2.00002 , 108.008 , 203.964 , 83.0615 , 121.927 , 100.519 , 276.658 , 422.521
1000392 , 0 , 164.717 , 0.517765 , 2.45599 , 26.7345 , 2.50018 , 155.896 , 0.468382 , -0.708871 , 0 , 62.6805 , 0.90024 , -0.0288865 , 0 , 75.8513 , 2.04238 , 0.48768 , 0 , 71.8966 , 1.09787 , -2.76151 , 2 , 78.8653 , 175.21 , 86.0272 , 173.942 , 62.499 , 307.397 , 521.97
1000393 , 1 , 37.2292 , -0.704611 , -0.844211 , 37.8797 , 1.63932 , 139.414 , 1.82813 , -2.86217 , 0 , 78.8903 , 0.0935903 , -0.348004 , 2 , 68.0692 , -1.33083 , -0.31198 , 0 , 81.137 , 0.323201 , 1.284 , 0 , 83.2571 , 147.688 , 79.257 , 176.398 , 95.7541 , 272.784 , 366.407
1000394 , 0 , 141.419 , -0.14072 , -1.48332 , 49.9471 , -2.98928 , 78.8831 , 1.05406 , 1.10505 , 0 , 89.2512 , -1.55197 , 1.60192 , 0 , 101.215 , -0.881124 , 2.20114 , 0 , 64.7808 , -1.38218 , 0.62323 , 2 , 84.9451 , 172.96 , 111.825 , 220.044 , 155.66 , 392.724 , 663.957
1000395 , 1 , 19.6498 , -1.55994 , -1.31379 , 70.6799 , 1.63733 , 36.9942 , -1.66821 , 1.68158 , 0 , 75.7472 , -1.08804 , 2.97537 , 1.99994 , 78.0771 , -0.836296 , -1.65539 , 1.00001 , 67.8972 , 0.18348 , -0.695812 , 0 , 135.702 , 195.252 , 84.372 , 168.547 , 109.577 , 303.417 , 473.2
1000396 , 1 , 37.1024 , 0.215572 , 0.729486 , 38.9731 , -0.510079 , 38.112 , 2.67038 , -2.11225 , 0 , 75.1019 , -0.00546479 , -0.563804 , 2 , 97.3899 , -1.16727 , -2.69584 , 2.00002 , 130.234 , -1.16476 , 1.52024 , 0 , 95.7964 , 227.919 , 85.87 , 309.609 , 177.546 , 502.515 , 615.239
1000397 , 0 , 54.1926 , -0.0676361 , -2.29472 , 80.1668 , -0.421241 , 69.4061 , 0.590317 , -0.0978779 , 2.00002 , 247.247 , -0.982589 , -3.1192 , 1.99994 , 206.745 , -1.92877 , 0.379147 , 0 , 33.6747 , -2.40033 , -2.27109 , 0 , 63.6191 , 140.35 , 103.557 , 340.78 , 317.167 , 533.993 , 670.222
1000398 , 1 , 28.6317 , -0.820609 , 1.68062 , 62.5971 , -1.35046 , 129.278 , 0.611892 , 2.25179 , 1.00001 , 60.0343 , -0.641267 , 2.39858 , 0 , 42.3427 , -0.27448 , -2.10442 , 0 , 120.644 , -1.47171 , -0.581634 , 0 , 81.1764 , 150.689 , 85.8182 , 249.737 , 176.724 , 340.547 , 451.91
1000399 , 0 , 33.5032 , -1.68399 , -1.09077 , 148.303 , -0.0375167 , 87.6833 , -0.618008 , 3.107 , 0 , 64.092 , -0.601411 , -1.29327 , 2.00002 , 76.0329 , -1.71346 , 2.66426 , 0 , 60.3345 , -1.29657 , 1.89225 , 1 , 94.9851 , 149.345 , 79.9023 , 176.329 , 130.304 , 287.929 , 488.687
1000400 , 1 , 34.054 , 1.5674 , 2.73041 , 90.8519 , 1.29297 , 25.2066 , -0.439004 , 0.148097 , 1 , 46.0562 , 0.117457 , 2.16802 , 0 , 142.405 , -0.0624001 , -1.87816 , 1.99994 , 41.8986 , 2.14019 , -0.0185496 , 0 , 118.833 , 181.611 , 76.5043 , 374.628 , 108.97 , 427.185 , 591.839
1000401 , 0 , 44.6417 , -0.872164 , -1.3679 , 39.8981 , 0.70651 , 59.9087 , -0.0550434 , 1.758 , 2.00002 , 63.9723 , -0.734169 , 0.409764 , 0 , 50.8747 , -0.617134 , -1.75551 , 0 , 44.5611 , 0.23899 , -2.86155 , 2.00002 , 75.5844 , 147.607 , 82.2117 , 182.851 , 79.7014 , 233.207 , 321.404
1000402 , 1 , 28.8914 , 0.804223 , -0.54088 , 73.7657 , -2.70523 , 109.501 , 0.337795 , 2.72476 , 2.00002 , 46.3488 , -0.510743 , -2.10281 , 2 , 204.76 , -0.959016 , -0.19446 , 0 , 66.7844 , 1.0732 , 2.19541 , 0 , 59.1928 , 164.652 , 76.8291 , 144.017 , 112.44 , 287.209 , 382.435
1000403 , 1 , 120.314 , -0.677642 , 1.39062 , 42.1836 , -2.86489 , 48.5437 , -0.427381 , 3.05491 , 2.00002 , 142.323 , -1.05543 , -1.67206 , 0.999969 , 47.5278 , -1.45507 , -0.00229684 , 0 , 18.9222 , 0.188631 , 1.52868 , 0 , 70.8512 , 176.001 , 118.122 , 168.109 , 117.986 , 349.382 , 451.782
1000404 , 0 , 68.4733 , 1.56669 , 1.60252 , 64.8686 , 1.07513 , 166.234 , 0.404375 , -2.22055 , 0 , 30.9371 , -0.693415 , 2.74489 , 2.00002 , 36.0107 , 1.57885 , -1.57415 , 0 , 110.651 , 1.14578 , 0.487742 , 2.00002 , 112.439 , 189.451 , 78.3442 , 193.58 , 159.057 , 393.683 , 686.567
1000405 , 1 , 49.6141 , 0.713236 , 1.19722 , 109.493 , 2.47611 , 104.862 , 0.401754 , -0.792013 , 0.999969 , 41.7658 , -0.17241 , -2.42391 , 2.00002 , 22.1668 , 0.643595 , 0.386867 , 0 , 35.1256 , -0.0369063 , -1.23668 , 0 , 45.2813 , 91.329 , 83.4842 , 247.017 , 103.3 , 320.328 , 386.736
1000406 , 0 , 62.2144 , 0.149668 , -2.04426 , 6.58376 , 1.12947 , 63.2586 , -0.599757 , 0.675725 , 1.99994 , 46.8731 , -0.320671 , 2.1216 , 0 , 50.2852 , 2.08567 , 2.83493 , 0 , 45.5293 , -1.50713 , -1.87014 , 1.00001 , 63.6861 , 135.027 , 79.9317 , 186.482 , 112.001 , 291.581 , 389.741
1000407 , 1 , 97.4687 , 1.65667 , -1.50411 , 8.99923 , -0.129591 , 113.047 , 0.840197 , 1.81674 , 1.99994 , 51.9541 , 0.923609 , 0.365531 , 2.00002 , 19.7549 , 1.89112 , 2.3601 , 0 , 47.6386 , 0.309605 , -2.34764 , 0 , 72.9557 , 158.178 , 81.293 , 146.662 , 98.0271 , 300.922 , 391.644
1000408 , 0 , 23.0917 , 0.900618 , -1.13249 , 150.306 , 0.357783 , 37.0902 , 0.233146 , -0.652906 , 2 , 36.034 , 0.966982 , 1.96586 , 1.00001 , 145.918 , 1.1273 , -2.80371 , 0 , 29.4423 , 0.681907 , 2.66231 , 0 , 57.1198 , 167.653 , 85.5475 , 151.035 , 73.9698 , 228.977 , 422.87
1000409 , 1 , 32.0178 , 0.221991 , 0.912176 , 64.628 , 2.90383 , 52.9954 , 0.837755 , -0.30058 , 0 , 35.1747 , -1.17583 , -1.29388 , 2 , 96.7048 , -0.937482 , 1.77897 , 2.00002 , 77.86 , 0.179673 , -1.52935 , 0 , 89.8766 , 161.901 , 79.4516 , 198.822 , 117.628 , 342.822 , 449.786
1000410 , 1 , 44.1571 , -0.880905 , 2.18389 , 55.9271 , -2.59973 , 108.38 , -1.23321 , 0.918301 , 2.00002 , 156.821 , -0.765443 , -1.73079 , 0.999969 , 37.3303 , 2.77009 , 0.954952 , 0 , 32.1515 , -2.58773 , 2.53667 , 0 , 68.1204 , 157.384 , 77.9856 , 196.987 , 251.697 , 391.817 , 512.788
1000411 , 0 , 39.1497 , -1.15947 , 2.53689 , 41.7863 , -1.82005 , 123.886 , -0.755212 , 0.164359 , 0 , 69.103 , -1.42234 , -1.20221 , 0 , 79.4228 , -0.521335 , 1.87845 , 2 , 68.3354 , -1.32603 , -2.06241 , 0 , 59.3464 , 180.392 , 85.0201 , 184.978 , 41.8651 , 297.212 , 411.69
1000412 , 1 , 42.2116 , 0.48178 , 1.09165 , 114.792 , 2.03804 , 36.0792 , 0.576008 , -0.140033 , 0 , 102.48 , -0.931089 , -2.21225 , 0 , 55.8349 , 0.0730338 , -1.19571 , 2.00002 , 27.0665 , -1.35056 , -1.30407 , 1.00001 , 80.9356 , 154.227 , 75.3439 , 244.862 , 63.4925 , 321.911 , 458.098
1000413 , 1 , 47.0648 , 1.14105 , 1.66974 , 42.8411 , -2.15824 , 43.3674 , 0.0125393 , 1.18431 , 2.00002 , 42.5419 , 1.28551 , 2.10733 , 0 , 20.4138 , 0.642212 , -1.56984 , 0 , 80.9761 , -0.645553 , -0.912452 , 0.999969 , 57.0845 , 201.981 , 84.297 , 148.638 , 105.857 , 267.954 , 371.334
1000414 , 0 , 55.7936 , -1.1008 , -0.697659 , 10.4287 , -0.981274 , 37.8351 , -1.35988 , -2.55583 , 1.00001 , 88.1403 , -0.619095 , 2.04831 , 1.99994 , 20.0526 , 2.67873 , -0.27643 , 0 , 18.355 , 1.45376 , 2.26822 , 0 , 43.842 , 235.441 , 76.3 , 190.379 , 94.6775 , 348.635 , 504.883
1000415 , 1 , 71.6747 , -0.22833 , 1.47011 , 7.77171 , 2.45949 , 36.305 , -1.44691 , 0.911741 , 0 , 78.5939 , -0.264914 , 2.66683 , 1.99994 , 61.0335 , -0.874423 , -0.833715 , 0 , 35.8555 , 1.23227 , -0.919058 , 0 , 76.8857 , 189.773 , 76.1135 , 195.138 , 92.911 , 312.882 , 405.559
1000416 , 1 , 41.9045 , 0.595477 , 2.37905 , 42.427 , 0.0925316 , 67.4529 , 0.841688 , 2.04528 , 0 , 50.9936 , -0.0768946 , 2.88411 , 2.00002 , 36.1949 , 1.02781 , -1.57041 , 0 , 83.1882 , -0.691655 , -0.801793 , 1.00001 , 94.9094 , 150.221 , 73.7961 , 202.39 , 126.664 , 315.725 , 394.842
1000417 , 1 , 37.4558 , -1.2455 , 0.803106 , 15.7586 , -2.38136 , 18.1348 , -0.6378 , 2.00228 , 2.00002 , 25.3438 , -0.22135 , 0.53507 , 0 , 103.513 , -0.697565 , -0.238067 , 2.00002 , 121.255 , -0.754421 , -2.94085 , 0 , 110.652 , 137.544 , 79.8794 , 155.539 , 78.7279 , 288.389 , 349.631
1000418 , 1 , 55.7209 , -1.58313 , -2.85846 , 35.6744 , 0.910906 , 56.893 , -0.113063 , 0.141642 , 2 , 139.83 , -0.864334 , -1.46402 , 1.99994 , 79.1229 , -0.91776 , 2.62695 , 0 , 88.6747 , -0.777137 , 1.56089 , 0 , 80.9554 , 192.231 , 79.316 , 203.495 , 143.301 , 374.863 , 500.516
1000419 , 0 , 26.1528 , -0.332622 , 2.01328 , 81.397 , -2.22987 , 54.7898 , -0.792381 , -0.141267 , 2.00002 , 86.25 , 1.57579 , 0.934644 , 1.99994 , 40.3039 , 0.368806 , -2.70354 , 0 , 22.2344 , 1.73767 , 2.83798 , 0 , 80.9477 , 184.484 , 80.4856 , 163.199 , 207.349 , 398.022 , 485.356
1000420 , 1 , 37.5795 , -0.0962341 , -0.574079 , 82.429 , 1.52035 , 56.6009 , 0.178165 , 1.41918 , 0 , 58.1431 , -0.4459 , -1.50428 , 1.99994 , 61.2263 , 0.030798 , 2.82374 , 2.00002 , 80.2643 , 0.668182 , -1.55968 , 0 , 136.597 , 203.317 , 97.9643 , 168.977 , 102.36 , 274.598 , 412.461
1000421 , 1 , 34.1557 , -0.155417 , 2.84237 , 58.2743 , -1.34095 , 106.064 , -0.362343 , 0.976863 , 1.99994 , 109.185 , -0.0523598 , -2.30157 , 1.00001 , 38.2602 , -1.07921 , -2.89723 , 0 , 46.5075 , -0.249896 , 0.361484 , 0 , 82.338 , 165.522 , 80.2545 , 134.011 , 207.437 , 315.303 , 427.515
1000422 , 1 , 85.7118 , 0.0662191 , 1.30797 , 130.264 , 0.866261 , 137.124 , 0.308214 , -1.94137 , 1.99994 , 70.4237 , -1.26852 , -1.23757 , 0 , 39.8288 , -0.240026 , -2.7888 , 0 , 101.91 , 1.58797 , 2.69971 , 1.00001 , 83.5326 , 234.621 , 81.4175 , 383.006 , 219.431 , 559.054 , 749.47
1000423 , 1 , 56.7334 , 0.531512 , 2.46781 , 18.588 , -2.60696 , 35.0256 , -0.159126 , 1.83698 , 0 , 29.3402 , 1.43051 , -2.77302 , 2 , 109.372 , 0.650208 , 0.969343 , 0 , 136.509 , 0.445354 , -1.24869 , 2.00002 , 73.3619 , 163.716 , 78.9829 , 210.644 , 109.47 , 325.011 , 456.841
1000424 , 1 , 64.3373 , 0.730351 , -1.88796 , 29.1488 , 2.11721 , 41.0788 , 2.74747 , 0.840432 , 0 , 76.4848 , 0.726172 , 2.12176 , 2.00002 , 36.9703 , 0.62103 , -1.29174 , 2 , 56.9113 , 1.7691 , -0.390714 , 0 , 73.1647 , 143.579 , 81.1636 , 148.224 , 108.205 , 296.308 , 405.826
1000425 , 1 , 31.9286 , -0.23373 , -2.50713 , 66.1631 , 1.90185 , 58.0684 , 0.587436 , -2.52362 , 0 , 65.5372 , 0.906866 , 0.96938 , 0 , 93.8876 , -0.745449 , -0.564391 , 2.00002 , 71.0871 , 0.795317 , -1.12894 , 2 , 83.9736 , 174.853 , 82.0889 , 222.789 , 142.875 , 350.729 , 477.265
1000426 , 0 , 25.3481 , -0.578511 , 1.96506 , 11.5824 , -2.85702 , 122.204 , 0.517535 , 1.88125 , 1.00001 , 73.0542 , -2.12945 , -2.25319 , 0 , 87.2511 , -2.4293 , -1.32982 , 0 , 85.1983 , -0.072934 , 0.0917757 , 2.00002 , 77.8465 , 349.486 , 82.772 , 157.088 , 166.735 , 688.015 , 856.089
1000427 , 0 , 28.5691 , 1.42615 , 2.7369 , 108.179 , -1.10306 , 39.4378 , -0.974838 , 0.188224 , 0 , 128.313 , 0.33551 , 2.68277 , 1.99994 , 66.717 , 0.0338807 , -0.29456 , 2.00002 , 17.1776 , 0.0999043 , 2.05802 , 0 , 52.7618 , 170.824 , 105.449 , 201.165 , 181.627 , 402.754 , 483.206
1000428 , 0 , 20.523 , 1.35085 , 1.80059 , 140.9 , -2.57261 , 27.9351 , -0.464679 , 2.04718 , 2 , 126.422 , 0.424838 , 0.735773 , 0 , 55.4895 , 0.89972 , -0.0265319 , 0 , 76.6106 , 1.41433 , -1.98916 , 1.00001 , 76.2393 , 142.565 , 88.8646 , 133.246 , 127.458 , 313.679 , 507.271
1000429 , 1 , 14.9539 , -2.14382 , -1.45738 , 66.2528 , -0.0553531 , 103.863 , -0.21929 , 2.08397 , 0 , 80.134 , -0.550829 , -0.261295 , 2.00002 , 74.4063 , -0.721939 , 2.83246 , 0 , 69.5147 , -0.481305 , -2.10486 , 2 , 83.074 , 190.444 , 82.7647 , 115.408 , 120.591 , 336.95 , 434.847
1000430 , 0 , 46.4706 , -1.04505 , 1.70918 , 8.69368 , -0.238457 , 54.0774 , -1.62623 , 0.571181 , 2 , 89.8686 , -0.343715 , 1.85106 , 0 , 91.5532 , -1.36833 , -1.05134 , 2.00002 , 80.0432 , -0.959238 , -2.99972 , 0 , 83.2144 , 186.665 , 86.4088 , 158.977 , 101.535 , 280.516 , 417.657
1000431 , 0 , 54.727 , -0.336992 , -1.44459 , 76.0205 , 2.50922 , 82.8392 , -0.443743 , 0.316836 , 0 , 18.6837 , 1.25024 , 2.63208 , 2 , 68.2525 , -0.723723 , 1.1719 , 0 , 66.4515 , 0.375036 , -1.97712 , 2.00002 , 68.0996 , 165.89 , 115.307 , 178.497 , 62.4533 , 279.197 , 397.63
1000432 , 1 , 106.552 , -0.491824 , -0.135156 , 57.3511 , 2.05182 , 101.726 , -0.522328 , 3.12915 , 1.99994 , 72.3197 , 2.46188 , -1.45075 , 0 , 74.8877 , -0.113088 , 1.76325 , 1.00001 , 34.6734 , -1.07268 , -2.23288 , 0 , 82.604 , 291.222 , 134.251 , 273.11 , 117.837 , 494.704 , 723.356
1000433 , 0 , 32.6882 , -0.700352 , -1.88074 , 83.8801 , 2.36439 , 61.7889 , -0.246071 , 0.394042 , 2.00002 , 44.4962 , -0.392952 , 1.31094 , 0 , 19.1736 , -2.7449 , -2.56146 , 0 , 68.2019 , -1.37317 , -0.911947 , 2.00002 , 100.852 , 164.749 , 88.782 , 175.959 , 106.261 , 259.44 , 390.749
1000434 , 0 , 140.027 , -1.13747 , 0.764567 , 42.7219 , 2.00619 , 301.265 , -0.651203 , -1.34649 , 1.99994 , 87.4658 , -0.213007 , 0.398943 , 1.00001 , 192.005 , 0.31899 , 3.00205 , 0 , 84.7929 , 0.146011 , 1.52989 , 0 , 79.8527 , 157.651 , 90.1123 , 414.655 , 246.858 , 519.488 , 672.048
1000435 , 1 , 89.5213 , 0.455051 , -2.51555 , 41.4058 , -0.845324 , 101.844 , -0.663638 , 1.55838 , 1.99994 , 45.9185 , -0.528936 , -0.0778425 , 2.00002 , 16.32 , 1.06255 , -2.71709 , 0 , 30.4395 , -1.6176 , -1.61982 , 0 , 84.1902 , 171.112 , 91.1491 , 172.271 , 97.2931 , 321.555 , 401.688
